"Kod";"Nazwa";"przeciętna liczba osób na 1 izbę;2002;[-]";"przeciętna liczba osób na 1 izbę;2003;[-]";"przeciętna liczba osób na 1 izbę;2004;[-]";"przeciętna liczba osób na 1 izbę;2005;[-]";"przeciętna liczba osób na 1 izbę;2006;[-]";"przeciętna liczba osób na 1 izbę;2007;[-]";"przeciętna liczba osób na 1 izbę;2008;[-]";"przeciętna liczba osób na 1 izbę;2009;[-]";"przeciętna liczba osób na 1 izbę;2010;[-]";"przeciętna liczba osób na 1 izbę;2011;[-]";"przeciętna liczba osób na 1 izbę;2012;[-]";"przeciętna liczba osób na 1 izbę;2013;[-]";"przeciętna liczba osób na 1 izbę;2014;[-]";"przeciętna liczba osób na 1 izbę;2015;[-]";"przeciętna liczba osób na 1 izbę;2016;[-]";"przeciętna liczba osób na 1 izbę;2017;[-]";"przeciętna liczba osób na 1 izbę;2018;[-]";"przeciętna liczba osób na 1 izbę;2019;[-]";"przeciętna liczba osób na 1 izbę;2020;[-]";"przeciętna liczba osób na 1 izbę;2021;[-]";"przeciętna liczba osób na 1 izbę;2022;[-]";
3004023;"Gostyń (3)";;0,88;0,88;0,87;0,87;0,87;0,86;0,86;0,81;0,81;0,80;0,79;0,78;0,77;0,76;0,75;0,74;0,73;0,68;0,67;0,66;
3004024;"Gostyń - miasto (4)";;0,85;0,84;0,84;0,84;0,83;0,82;0,82;0,78;0,77;0,76;0,75;0,75;0,74;0,72;0,71;0,70;0,69;0,66;0,64;0,63;
3004025;"Gostyń - obszar wiejski (5)";;1,00;0,99;0,99;1,00;0,99;0,98;0,98;0,92;0,92;0,91;0,90;0,89;0,89;0,87;0,87;0,85;0,84;0,76;0,75;0,73;
3004033;"Krobia (3)";;0,89;0,89;0,88;0,88;0,88;0,88;0,88;0,85;0,85;0,85;0,84;0,83;0,83;0,82;0,81;0,80;0,78;0,73;0,71;0,70;
3004034;"Krobia - miasto (4)";;0,73;0,73;0,73;0,73;0,73;0,73;0,72;0,70;0,70;0,70;0,69;0,70;0,69;0,68;0,67;0,67;0,65;0,62;0,60;0,59;
3004035;"Krobia - obszar wiejski (5)";;0,98;0,98;0,98;0,98;0,97;0,97;0,98;0,94;0,94;0,93;0,93;0,92;0,92;0,91;0,90;0,89;0,88;0,80;0,79;0,78;
3004042;"Pępowo (2)";;0,90;0,90;0,90;0,90;0,90;0,89;0,90;0,86;0,85;0,85;0,85;0,84;0,84;0,83;0,82;0,81;0,80;0,76;0,75;0,74;
3004052;"Piaski (2)";;0,91;0,90;0,90;0,90;0,90;0,91;0,90;0,86;0,85;0,85;0,85;0,84;0,84;0,83;0,82;0,81;0,80;0,74;0,73;0,71;
3004063;"Pogorzela (3)";;0,89;0,89;0,89;0,89;0,88;0,87;0,87;0,85;0,85;0,84;0,83;0,83;0,82;0,81;0,80;0,78;0,77;0,73;0,72;0,71;
3004064;"Pogorzela - miasto (4)";;0,78;0,78;0,78;0,78;0,77;0,78;0,77;0,76;0,76;0,76;0,75;0,75;0,75;0,73;0,74;0,73;0,72;0,68;0,67;0,67;
3004065;"Pogorzela - obszar wiejski (5)";;0,97;0,97;0,97;0,97;0,96;0,95;0,95;0,93;0,92;0,92;0,90;0,89;0,88;0,86;0,85;0,83;0,81;0,77;0,76;0,75;
3004073;"Poniec (3)";;0,87;0,87;0,87;0,87;0,87;0,86;0,86;0,86;0,85;0,84;0,84;0,83;0,82;0,81;0,80;0,79;0,79;0,76;0,75;0,73;
3004074;"Poniec - miasto (4)";;0,77;0,76;0,77;0,76;0,76;0,76;0,75;0,75;0,74;0,74;0,74;0,73;0,71;0,70;0,70;0,69;0,69;0,70;0,69;0,68;
3004075;"Poniec - obszar wiejski (5)";;0,94;0,94;0,94;0,94;0,94;0,93;0,93;0,93;0,93;0,92;0,91;0,91;0,90;0,89;0,88;0,87;0,86;0,80;0,79;0,77;
3005000;"Powiat grodziski";;0,89;0,89;0,88;0,88;0,88;0,87;0,86;0,84;0,84;0,83;0,82;0,82;0,81;0,80;0,79;0,78;0,76;0,74;0,72;0,71;
3005012;"Granowo (2)";;0,90;0,89;0,89;0,89;0,88;0,88;0,88;0,84;0,84;0,82;0,81;0,81;0,81;0,80;0,78;0,77;0,76;0,72;0,70;0,68;
3005023;"Grodzisk Wielkopolski (3)";;0,85;0,84;0,84;0,84;0,83;0,83;0,82;0,79;0,79;0,78;0,77;0,77;0,75;0,74;0,73;0,72;0,70;0,69;0,67;0,66;
3005024;"Grodzisk Wielkopolski - miasto (4)";;0,81;0,81;0,80;0,80;0,79;0,79;0,78;0,75;0,75;0,74;0,74;0,73;0,71;0,70;0,69;0,68;0,66;0,67;0,65;0,64;
3005025;"Grodzisk Wielkopolski - obszar wiejski (5)";;0,98;0,96;0,96;0,97;0,97;0,96;0,96;0,93;0,92;0,92;0,90;0,90;0,89;0,88;0,88;0,86;0,83;0,76;0,74;0,73;
3005032;"Kamieniec (2)";;0,96;0,96;0,96;0,95;0,94;0,94;0,93;0,94;0,94;0,93;0,94;0,93;0,93;0,92;0,91;0,90;0,88;0,80;0,79;0,78;
3005043;"Rakoniewice (3)";;0,89;0,90;0,90;0,90;0,90;0,89;0,89;0,87;0,86;0,86;0,85;0,85;0,84;0,83;0,82;0,82;0,80;0,77;0,76;0,75;
3005044;"Rakoniewice - miasto (4)";;0,77;0,76;0,77;0,77;0,77;0,76;0,75;0,77;0,77;0,77;0,76;0,76;0,76;0,75;0,74;0,73;0,72;0,70;0,69;0,68;
3005045;"Rakoniewice - obszar wiejski (5)";;0,95;0,96;0,96;0,95;0,95;0,95;0,95;0,91;0,91;0,90;0,89;0,89;0,88;0,87;0,86;0,85;0,83;0,81;0,79;0,78;
3005053;"Wielichowo (3)";;0,91;0,91;0,91;0,91;0,90;0,90;0,90;0,86;0,86;0,85;0,84;0,84;0,83;0,82;0,81;0,81;0,81;0,78;0,76;0,75;
3005054;"Wielichowo - miasto (4)";;0,78;0,79;0,79;0,78;0,77;0,76;0,76;0,75;0,75;0,76;0,74;0,73;0,73;0,73;0,73;0,73;0,72;0,70;0,68;0,67;
3005055;"Wielichowo - obszar wiejski (5)";;0,96;0,96;0,96;0,96;0,96;0,96;0,95;0,90;0,90;0,89;0,88;0,88;0,87;0,85;0,84;0,84;0,84;0,80;0,78;0,78;
3006000;"Powiat jarociński";;0,86;0,85;0,85;0,85;0,84;0,83;0,82;0,81;0,81;0,80;0,80;0,79;0,79;0,78;0,77;0,76;0,75;0,71;0,69;0,68;
3006012;"Jaraczewo (2)";;0,92;0,91;0,91;0,91;0,91;0,90;0,90;0,89;0,88;0,88;0,87;0,86;0,86;;;;;;;;
3006013;"Jaraczewo (3)";;;;;;;;;;;;;;;0,85;0,84;0,82;0,82;0,77;0,76;0,75;
3006014;"Jaraczewo - miasto (4)";;;;;;;;;;;;;;;0,75;0,75;0,72;0,72;0,72;0,71;0,70;
3006015;"Jaraczewo - obszar wiejski (5)";;;;;;;;;;;;;;;0,87;0,87;0,85;0,84;0,79;0,77;0,76;
3006023;"Jarocin (3)";;0,83;0,82;0,81;0,81;0,80;0,79;0,79;0,78;0,77;0,77;0,76;0,75;0,75;0,74;0,73;0,72;0,71;0,67;0,66;0,65;
3006024;"Jarocin - miasto (4)";;0,79;0,78;0,78;0,77;0,77;0,75;0,74;0,74;0,73;0,72;0,72;0,71;0,71;0,70;0,69;0,67;0,66;0,64;0,63;0,61;
3006025;"Jarocin - obszar wiejski (5)";;0,89;0,88;0,87;0,87;0,86;0,86;0,86;0,84;0,84;0,83;0,82;0,82;0,81;0,80;0,79;0,78;0,78;0,74;0,72;0,71;
3006032;"Kotlin (2)";;0,91;0,91;0,91;0,90;0,90;0,90;0,89;0,87;0,86;0,87;0,86;0,86;0,85;0,86;0,86;0,85;0,84;0,79;0,78;0,75;
3006043;"Żerków (3)";;0,94;0,94;0,93;0,93;0,92;0,92;0,91;0,89;0,89;0,88;0,88;0,87;0,86;0,86;0,85;0,84;0,83;0,75;0,74;0,72;
3006044;"Żerków - miasto (4)";;0,74;0,74;0,73;0,75;0,74;0,73;0,73;0,71;0,71;0,71;0,70;0,70;0,69;0,68;0,68;0,68;0,66;0,64;0,63;0,61;
3006045;"Żerków - obszar wiejski (5)";;1,01;1,00;1,00;0,99;0,98;0,98;0,97;0,96;0,95;0,94;0,94;0,93;0,92;0,92;0,91;0,90;0,89;0,79;0,77;0,76;
3007000;"Powiat kaliski";;0,91;0,90;0,90;0,89;0,89;0,88;0,87;0,83;0,83;0,82;0,81;0,80;0,79;0,79;0,78;0,77;0,77;0,73;0,72;0,71;
3007012;"Blizanów (2)";;0,90;0,89;0,88;0,87;0,87;0,85;0,85;0,83;0,82;0,80;0,80;0,79;0,78;0,77;0,77;0,76;0,75;0,72;0,71;0,70;
3007022;"Brzeziny (2)";;0,90;0,90;0,89;0,89;0,88;0,87;0,86;0,84;0,83;0,83;0,82;0,81;0,80;0,78;0,78;0,77;0,76;0,72;0,71;0,70;
3007032;"Ceków-Kolonia (2)";;0,91;0,90;0,88;0,88;0,88;0,88;0,88;0,84;0,84;0,83;0,82;0,82;0,81;0,79;0,79;0,78;0,77;0,75;0,74;0,73;
3007042;"Godziesze Wielkie (2)";;0,93;0,91;0,90;0,89;0,89;0,87;0,86;0,80;0,80;0,79;0,78;0,78;0,77;0,76;0,75;0,75;0,74;0,73;0,72;0,71;
3007052;"Koźminek (2)";;0,95;0,94;0,94;0,94;0,93;0,92;0,91;0,85;0,85;0,84;0,84;0,83;0,83;0,82;0,81;0,81;0,80;0,76;;;
3007053;"Koźminek (3)";;;;;;;;;;;;;;;;;;;;0,75;0,74;
3007054;"Koźminek - miasto (4)";;;;;;;;;;;;;;;;;;;;0,64;0,63;
3007055;"Koźminek - obszar wiejski (5)";;;;;;;;;;;;;;;;;;;;0,80;0,79;
3007062;"Lisków (2)";;0,94;0,94;0,94;0,93;0,93;0,91;0,91;0,86;0,85;0,84;0,83;0,82;0,81;0,81;0,81;0,80;0,79;0,78;0,77;0,76;
3007072;"Mycielin (2)";;0,93;0,93;0,93;0,92;0,91;0,91;0,90;0,91;0,90;0,90;0,90;0,90;0,89;0,88;0,88;0,87;0,86;0,79;0,78;0,77;
3007082;"Opatówek (2)";;0,85;0,83;0,84;0,83;0,83;0,82;0,81;0,76;0,75;0,74;0,74;0,73;0,73;0,72;;;;;;;
3007083;"Opatówek (3)";;;;;;;;;;;;;;;;0,71;0,71;0,70;0,66;0,65;0,63;
3007084;"Opatówek - miasto (4)";;;;;;;;;;;;;;;;0,63;0,62;0,61;0,65;0,65;0,64;
3007085;"Opatówek - obszar wiejski (5)";;;;;;;;;;;;;;;;0,76;0,76;0,75;0,66;0,65;0,63;
3007093;"Stawiszyn (3)";;0,90;0,89;0,89;0,89;0,88;0,88;0,87;0,85;0,84;0,84;0,83;0,82;0,81;0,81;0,81;0,80;0,78;0,75;0,73;0,72;
3007094;"Stawiszyn - miasto (4)";;0,80;0,80;0,79;0,79;0,78;0,78;0,77;0,79;0,79;0,78;0,77;0,76;0,74;0,74;0,74;0,74;0,72;0,71;0,69;0,68;
3007095;"Stawiszyn - obszar wiejski (5)";;0,93;0,92;0,92;0,92;0,92;0,91;0,90;0,87;0,86;0,85;0,84;0,84;0,84;0,83;0,83;0,82;0,80;0,76;0,75;0,73;
3007102;"Szczytniki (2)";;1,01;1,00;0,99;0,98;0,97;0,96;0,96;0,92;0,91;0,91;0,90;0,89;0,88;0,87;0,86;0,86;0,85;0,79;0,78;0,77;
3007112;"Żelazków (2)";;0,88;0,87;0,87;0,87;0,86;0,85;0,85;0,80;0,79;0,78;0,78;0,78;0,76;0,76;0,75;0,74;0,73;0,70;0,69;0,68;
3008000;"Powiat kępiński";;0,83;0,82;0,82;0,81;0,81;0,80;0,80;0,77;0,76;0,75;0,74;0,74;0,73;0,72;0,71;0,70;0,69;0,66;0,65;0,63;
3008012;"Baranów (2)";;0,87;0,86;0,86;0,85;0,84;0,83;0,82;0,77;0,76;0,74;0,73;0,72;0,71;0,71;0,70;0,69;0,68;0,65;0,64;0,63;
3008022;"Bralin (2)";;0,78;0,79;0,79;0,79;0,79;0,79;0,79;0,77;0,76;0,74;0,74;0,74;0,73;0,73;0,72;0,70;0,69;0,68;0,66;0,63;
3008033;"Kępno (3)";;0,80;0,79;0,78;0,78;0,78;0,77;0,76;0,74;0,73;0,73;0,72;0,71;0,71;0,69;0,68;0,67;0,65;0,64;0,62;0,61;
3008034;"Kępno - miasto (4)";;0,77;0,75;0,75;0,74;0,73;0,73;0,72;0,70;0,69;0,69;0,68;0,68;0,67;0,65;0,64;0,62;0,61;0,59;0,57;0,55;
3008035;"Kępno - obszar wiejski (5)";;0,86;0,85;0,85;0,85;0,85;0,84;0,83;0,81;0,80;0,80;0,78;0,77;0,76;0,76;0,75;0,74;0,72;0,71;0,70;0,69;
3008042;"Łęka Opatowska (2)";;0,90;0,89;0,89;0,89;0,88;0,87;0,87;0,83;0,82;0,81;0,80;0,80;0,79;0,78;0,77;0,76;0,76;0,73;0,72;0,70;
3008052;"Perzów (2)";;0,88;0,87;0,86;0,85;0,85;0,84;0,83;0,80;0,80;0,78;0,77;0,76;0,75;0,74;0,73;0,72;0,71;0,67;0,66;0,65;
3008062;"Rychtal (2)";;0,86;0,87;0,86;0,85;0,85;0,85;0,84;0,83;0,82;0,81;0,80;0,79;0,79;0,78;0,77;0,76;0,75;0,69;0,68;0,67;
3008072;"Trzcinica (2)";;0,84;0,83;0,82;0,82;0,82;0,81;0,81;0,78;0,78;0,78;0,77;0,76;0,76;0,75;0,75;0,74;0,74;0,66;0,65;0,64;
3009000;"Powiat kolski";;0,84;0,83;0,82;0,81;0,80;0,80;0,79;0,79;0,79;0,78;0,77;0,77;0,76;0,75;0,74;0,73;0,72;0,68;0,67;0,66;
3009011;"Koło (1)";;0,77;0,76;0,75;0,75;0,73;0,73;0,72;0,74;0,72;0,72;0,71;0,71;0,70;0,69;0,69;0,68;0,67;0,61;0,60;0,59;
3009022;"Babiak (2)";;0,89;0,88;0,87;0,87;0,86;0,86;0,85;0,84;0,84;0,84;0,83;0,83;0,82;0,81;0,80;0,78;0,77;0,71;0,69;0,68;
3009032;"Chodów (2)";;0,84;0,83;0,82;0,80;0,80;0,79;0,79;0,79;0,78;0,77;0,76;0,75;0,74;0,73;0,71;0,71;0,69;0,66;0,65;0,65;
3009043;"Dąbie (3)";;0,86;0,85;0,84;0,83;0,82;0,81;0,80;0,83;0,82;0,82;0,81;0,80;0,80;0,79;0,78;0,77;0,76;0,72;0,71;0,69;
3009044;"Dąbie - miasto (4)";;0,79;0,79;0,77;0,76;0,74;0,72;0,72;0,76;0,75;0,75;0,75;0,74;0,73;0,72;0,71;0,70;0,69;0,63;0,61;0,60;
3009045;"Dąbie - obszar wiejski (5)";;0,90;0,88;0,88;0,87;0,87;0,86;0,85;0,87;0,86;0,85;0,85;0,84;0,84;0,83;0,82;0,81;0,79;0,77;0,75;0,74;
3009052;"Grzegorzew (2)";;0,88;0,87;0,87;0,87;0,86;0,85;0,85;0,83;0,83;0,83;0,82;0,82;0,80;0,79;0,79;0,78;0,77;0,74;0,73;0,72;
3009063;"Kłodawa (3)";;0,83;0,83;0,82;0,81;0,80;0,80;0,79;0,82;0,81;0,81;0,80;0,79;0,78;0,77;0,77;0,76;0,75;0,70;0,69;0,67;
3009064;"Kłodawa - miasto (4)";;0,79;0,79;0,78;0,77;0,76;0,75;0,74;0,76;0,75;0,75;0,74;0,73;0,72;0,71;0,71;0,70;0,69;0,64;0,63;0,62;
3009065;"Kłodawa - obszar wiejski (5)";;0,88;0,87;0,87;0,87;0,86;0,85;0,85;0,90;0,89;0,88;0,87;0,86;0,85;0,84;0,84;0,83;0,82;0,76;0,75;0,73;
3009072;"Koło (2)";;0,84;0,84;0,82;0,82;0,81;0,79;0,79;0,78;0,77;0,76;0,75;0,74;0,73;0,72;0,72;0,71;0,70;0,68;0,67;0,66;
3009082;"Kościelec (2)";;0,86;0,85;0,85;0,84;0,82;0,81;0,80;0,77;0,77;0,76;0,75;0,74;0,73;0,73;0,73;0,71;0,71;0,64;0,63;0,63;
3009092;"Olszówka (2)";;0,93;0,92;0,91;0,90;0,90;0,89;0,88;0,90;0,90;0,90;0,88;0,87;0,86;0,85;0,85;0,84;0,83;0,78;0,77;0,75;
3009102;"Osiek Mały (2)";;0,92;0,91;0,90;0,89;0,88;0,88;0,87;0,81;0,80;0,80;0,78;0,78;0,76;0,75;0,74;0,74;0,73;0,72;0,70;0,69;
3009113;"Przedecz (3)";;0,85;0,84;0,84;0,83;0,83;0,82;0,81;0,79;0,79;0,79;0,78;0,78;0,76;0,76;0,75;0,73;0,73;0,74;0,73;0,73;
3009114;"Przedecz - miasto (4)";;0,79;0,78;0,78;0,78;0,79;0,78;0,77;0,73;0,73;0,72;0,71;0,71;0,70;0,68;0,67;0,66;0,65;0,65;0,65;0,63;
3009115;"Przedecz - obszar wiejski (5)";;0,90;0,89;0,89;0,87;0,86;0,85;0,84;0,85;0,85;0,84;0,84;0,83;0,82;0,82;0,81;0,79;0,79;0,80;0,80;0,80;
3010000;"Powiat koniński";;0,89;0,89;0,88;0,87;0,86;0,86;0,85;0,83;0,82;0,81;0,81;0,80;0,79;0,78;0,77;0,76;0,75;0,70;0,70;0,68;
3010013;"Golina (3)";;0,87;0,86;0,85;0,84;0,84;0,83;0,82;0,80;0,79;0,78;0,77;0,77;0,75;0,74;0,74;0,73;0,71;0,68;0,67;0,66;
3010014;"Golina - miasto (4)";;0,81;0,80;0,79;0,78;0,78;0,78;0,77;0,77;0,76;0,75;0,74;0,75;0,73;0,72;0,72;0,72;0,71;0,68;0,68;0,66;
3010015;"Golina - obszar wiejski (5)";;0,91;0,90;0,90;0,89;0,88;0,86;0,85;0,82;0,81;0,80;0,79;0,78;0,77;0,76;0,75;0,73;0,72;0,68;0,67;0,66;
3010022;"Grodziec (2)";;0,90;0,89;0,89;0,88;0,87;0,88;0,87;0,88;0,88;0,87;0,86;0,85;0,85;0,85;0,83;0,82;0,80;0,77;0,76;0,74;
3010032;"Kazimierz Biskupi (2)";;0,91;0,89;0,88;0,87;0,86;0,84;0,83;0,78;0,78;0,77;0,76;0,76;0,75;0,75;0,74;0,73;0,72;0,70;0,68;0,67;
3010043;"Kleczew (3)";;0,84;0,83;0,82;0,81;0,81;0,80;0,80;0,85;0,84;0,83;0,82;0,81;0,81;0,80;0,79;0,78;0,76;0,70;0,70;0,69;
3010044;"Kleczew - miasto (4)";;0,77;0,76;0,75;0,74;0,74;0,74;0,74;0,78;0,77;0,76;0,75;0,75;0,74;0,73;0,73;0,72;0,70;0,66;0,65;0,64;
3010045;"Kleczew - obszar wiejski (5)";;0,90;0,88;0,87;0,87;0,87;0,86;0,86;0,91;0,90;0,88;0,88;0,87;0,86;0,85;0,84;0,83;0,81;0,74;0,73;0,73;
3010052;"Kramsk (2)";;0,89;0,88;0,88;0,87;0,86;0,85;0,84;0,82;0,81;0,81;0,80;0,79;0,78;0,77;0,76;0,75;0,73;0,70;0,69;0,68;
3010062;"Krzymów (2)";;0,92;0,91;0,90;0,90;0,88;0,88;0,87;0,88;0,87;0,87;0,86;0,85;0,84;0,83;0,83;0,82;0,81;0,73;0,72;0,71;
3010073;"Rychwał (3)";;0,91;0,90;0,89;0,89;0,87;0,87;0,86;0,84;0,84;0,83;0,82;0,82;0,81;0,80;0,79;0,78;0,76;0,72;0,71;0,70;
3010074;"Rychwał - miasto (4)";;0,79;0,78;0,78;0,76;0,75;0,75;0,74;0,71;0,71;0,70;0,69;0,69;0,68;0,67;0,66;0,66;0,65;0,63;0,61;0,60;
3010075;"Rychwał - obszar wiejski (5)";;0,96;0,96;0,95;0,95;0,94;0,93;0,92;0,90;0,90;0,90;0,89;0,88;0,88;0,87;0,85;0,84;0,82;0,77;0,76;0,75;
3010082;"Rzgów (2)";;0,92;0,92;0,90;0,90;0,89;0,89;0,87;0,84;0,83;0,83;0,82;0,81;0,80;0,80;0,79;0,79;0,78;0,73;0,72;0,71;
3010092;"Skulsk (2)";;0,93;0,92;0,91;0,91;0,91;0,91;0,90;0,86;0,85;0,85;0,83;0,82;0,82;0,81;0,79;0,78;0,77;0,67;0,66;0,65;
3010103;"Sompolno (3)";;0,89;0,89;0,88;0,88;0,87;0,86;0,85;0,85;0,84;0,83;0,83;0,81;0,80;0,79;0,78;0,77;0,76;0,73;0,72;0,70;
3010104;"Sompolno - miasto (4)";;0,82;0,82;0,82;0,82;0,80;0,79;0,79;0,80;0,79;0,78;0,77;0,76;0,75;0,75;0,74;0,73;0,72;0,67;0,66;0,64;
3010105;"Sompolno - obszar wiejski (5)";;0,93;0,93;0,92;0,91;0,90;0,90;0,89;0,89;0,87;0,87;0,86;0,85;0,83;0,82;0,81;0,79;0,78;0,76;0,75;0,74;
3010112;"Stare Miasto (2)";;0,85;0,85;0,84;0,84;0,83;0,82;0,81;0,77;0,76;0,75;0,75;0,74;0,74;0,74;0,73;0,72;0,70;0,66;0,65;0,64;
3010123;"Ślesin (3)";;0,86;0,86;0,85;0,84;0,84;0,83;0,82;0,80;0,79;0,78;0,77;0,76;0,75;0,75;0,74;0,73;0,72;0,65;0,65;0,64;
3010124;"Ślesin - miasto (4)";;0,71;0,71;0,70;0,69;0,69;0,68;0,67;0,67;0,67;0,66;0,66;0,65;0,64;0,64;0,63;0,63;0,62;0,58;0,58;0,55;
3010125;"Ślesin - obszar wiejski (5)";;0,92;0,92;0,91;0,90;0,90;0,89;0,88;0,84;0,83;0,82;0,82;0,80;0,79;0,78;0,77;0,76;0,76;0,68;0,67;0,66;
3010132;"Wierzbinek (2)";;1,01;1,00;1,00;0,99;0,99;0,98;0,97;0,93;0,92;0,90;0,89;0,88;0,86;0,85;0,83;0,82;0,81;0,80;0,78;0,78;
3010142;"Wilczyn (2)";;0,90;0,89;0,89;0,88;0,87;0,87;0,86;0,86;0,86;0,84;0,84;0,83;0,82;0,81;0,80;0,79;0,79;0,78;0,77;0,76;
3011000;"Powiat kościański";;0,88;0,87;0,87;0,87;0,86;0,86;0,85;0,82;0,81;0,80;0,80;0,79;0,78;0,78;0,77;0,76;0,74;0,71;0,69;0,68;
3011011;"Kościan (1)";;0,81;0,80;0,79;0,78;0,78;0,77;0,76;0,74;0,73;0,72;0,71;0,70;0,69;0,69;0,68;0,67;0,64;0,63;0,62;0,61;
3011023;"Czempiń (3)";;0,91;0,90;0,90;0,89;0,89;0,88;0,88;0,87;0,87;0,85;0,85;0,84;0,83;0,82;0,81;0,80;0,79;0,73;0,72;0,70;
3011024;"Czempiń - miasto (4)";;0,81;0,81;0,81;0,80;0,81;0,80;0,79;0,78;0,79;0,78;0,77;0,77;0,77;0,76;0,76;0,75;0,74;0,69;0,68;0,65;
3011025;"Czempiń - obszar wiejski (5)";;1,01;0,99;0,99;0,98;0,97;0,97;0,96;0,96;0,95;0,93;0,92;0,92;0,90;0,89;0,86;0,85;0,84;0,76;0,75;0,75;
3011032;"Kościan (2)";;0,95;0,94;0,93;0,93;0,93;0,92;0,92;0,86;0,86;0,85;0,85;0,84;0,83;0,82;0,81;0,80;0,79;0,73;0,72;0,71;
3011043;"Krzywiń (3)";;0,91;0,91;0,90;0,91;0,91;0,90;0,90;0,88;0,88;0,87;0,86;0,85;0,85;0,85;0,84;0,83;0,82;0,76;0,75;0,73;
3011044;"Krzywiń - miasto (4)";;0,75;0,75;0,76;0,76;0,77;0,75;0,75;0,75;0,74;0,73;0,73;0,71;0,72;0,73;0,74;0,73;0,73;0,67;0,65;0,64;
3011045;"Krzywiń - obszar wiejski (5)";;0,95;0,94;0,94;0,94;0,94;0,94;0,93;0,91;0,91;0,90;0,89;0,89;0,88;0,87;0,86;0,86;0,84;0,78;0,77;0,75;
3011053;"Śmigiel (3)";;0,91;0,91;0,90;0,90;0,90;0,89;0,89;0,84;0,84;0,83;0,83;0,82;0,82;0,81;0,80;0,79;0,78;0,76;0,74;0,73;
3011054;"Śmigiel - miasto (4)";;0,81;0,82;0,81;0,82;0,82;0,81;0,81;0,74;0,73;0,72;0,72;0,72;0,72;0,71;0,71;0,71;0,69;0,70;0,68;0,67;
3011055;"Śmigiel - obszar wiejski (5)";;0,96;0,96;0,95;0,95;0,94;0,94;0,93;0,89;0,89;0,89;0,89;0,89;0,87;0,87;0,85;0,84;0,83;0,79;0,77;0,76;
3012000;"Powiat krotoszyński";;0,84;0,84;0,84;0,83;0,83;0,82;0,82;0,80;0,79;0,79;0,78;0,77;0,76;0,76;0,75;0,74;0,72;0,69;0,68;0,67;
3012011;"Sulmierzyce (1)";;0,86;0,86;0,86;0,86;0,86;0,86;0,86;0,85;0,85;0,85;0,84;0,83;0,83;0,83;0,82;0,81;0,80;0,74;0,73;0,72;
3012023;"Kobylin (3)";;0,85;0,86;0,86;0,86;0,86;0,86;0,85;0,84;0,84;0,84;0,82;0,82;0,81;0,80;0,80;0,79;0,78;0,74;0,73;0,72;
3012024;"Kobylin - miasto (4)";;0,75;0,75;0,76;0,77;0,77;0,77;0,76;0,76;0,76;0,76;0,75;0,75;0,75;0,74;0,73;0,72;0,71;0,69;0,69;0,68;
3012025;"Kobylin - obszar wiejski (5)";;0,93;0,93;0,93;0,93;0,92;0,93;0,92;0,90;0,90;0,90;0,89;0,87;0,86;0,86;0,85;0,84;0,84;0,77;0,76;0,75;
3012033;"Koźmin Wielkopolski (3)";;0,86;0,85;0,85;0,85;0,84;0,84;0,83;0,81;0,80;0,79;0,78;0,78;0,77;0,76;0,75;0,74;0,73;0,71;0,70;0,68;
3012034;"Koźmin Wielkopolski - miasto (4)";;0,77;0,77;0,77;0,76;0,76;0,76;0,75;0,73;0,72;0,72;0,72;0,71;0,70;0,70;0,69;0,68;0,67;0,65;0,64;0,62;
3012035;"Koźmin Wielkopolski - obszar wiejski (5)";;0,95;0,95;0,94;0,94;0,94;0,93;0,93;0,89;0,89;0,88;0,86;0,85;0,84;0,84;0,83;0,82;0,81;0,78;0,77;0,76;
3012043;"Krotoszyn (3)";;0,82;0,82;0,81;0,81;0,80;0,80;0,79;0,77;0,77;0,76;0,75;0,74;0,73;0,73;0,72;0,70;0,69;0,67;0,65;0,64;
3012044;"Krotoszyn - miasto (4)";;0,79;0,78;0,78;0,78;0,77;0,76;0,76;0,74;0,73;0,73;0,72;0,71;0,70;0,69;0,68;0,67;0,65;0,64;0,63;0,62;
3012045;"Krotoszyn - obszar wiejski (5)";;0,92;0,91;0,91;0,91;0,91;0,90;0,89;0,87;0,87;0,86;0,85;0,85;0,84;0,83;0,82;0,81;0,80;0,74;0,73;0,73;
3012052;"Rozdrażew (2)";;0,90;0,89;0,89;0,88;0,88;0,87;0,87;0,86;0,86;0,86;0,85;0,85;0,84;0,84;0,83;0,82;0,82;0,77;0,76;0,76;
3012063;"Zduny (3)";;0,90;0,89;0,89;0,89;0,89;0,87;0,88;0,85;0,85;0,83;0,83;0,83;0,81;0,81;0,80;0,78;0,78;0,73;0,72;0,71;
3012064;"Zduny - miasto (4)";;0,85;0,85;0,86;0,86;0,85;0,82;0,84;0,80;0,80;0,79;0,79;0,78;0,77;0,77;0,76;0,75;0,74;0,69;0,68;0,67;
3012065;"Zduny - obszar wiejski (5)";;0,98;0,96;0,96;0,96;0,96;0,96;0,96;0,95;0,94;0,91;0,91;0,91;0,89;0,89;0,87;0,84;0,84;0,81;0,79;0,78;
3013000;"Powiat leszczyński";;0,88;0,88;0,87;0,87;0,87;0,86;0,86;0,81;0,80;0,79;0,79;0,78;0,76;0,75;0,74;0,72;0,71;0,66;0,65;0,64;
3013012;"Krzemieniewo (2)";;0,92;0,92;0,92;0,91;0,91;0,90;0,90;0,87;0,87;0,87;0,87;0,86;0,85;0,84;0,83;0,82;0,81;0,74;0,72;0,71;
